"assay","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std","cluster","gene","pos_avgLFC"
"NEUT","H1FX",1.90576760569685,6.74832871201497,6.483325065535,4.11060961772481e-06,0.000647756277278209,5.55721457746344,4.60570997762856,"Unfavorable_NEUT","H1FX",1.37290463115003
"Myeloid","SAMD1",1.9350456349685,4.00965923097446,5.54460305271317,4.19792974109997e-06,0.000656857752940143,4.26777386181917,4.60133433345389,"Unfavorable_Myeloid","SAMD1",1.9350456349685
"Myeloid","NRROS",-1.20242758651113,6.19096174709647,-5.58922373751852,4.27687802344541e-06,0.000664531138482053,3.85968244645035,-4.59745264064253,"Favorable_Myeloid","NRROS",-1.20242758651113
"NEUT","STK38",1.33749907426651,6.21100534123037,5.80451612222767,4.40843203198641e-06,0.000668485685690993,4.13178513070869,4.59113445907747,"Unfavorable_NEUT","STK38",0.477655567404649
"NEUT","ZBTB7B",1.01867586661055,5.49374962586838,5.80149032133976,4.44091294073727e-06,0.000668485685690993,4.23323164343588,4.58960230862225,"Unfavorable_NEUT","ZBTB7B",0.551924716451747
"NEUT","GOLGB1",1.69711961587649,6.34326524672425,7.0752255157791,4.45687172248801e-06,0.000668485685690993,7.12835861353603,4.58885344931494,"Unfavorable_NEUT","GOLGB1",1.27426825854979
"MONO","CARD19",-1.1194828356572,6.4342546923739,-5.65627674445177,4.49584446428068e-06,0.000668485685690993,4.18773766316939,-4.58703541193577,"Favorable_MONO","CARD19",-0.835575488199909
"NEUT","TMPO",1.20780914590162,7.47703916293325,5.7982948789136,4.50749693215307e-06,0.000668485685690993,4.06372621543215,4.58649476804631,"Unfavorable_NEUT","TMPO",0.541945633813605
"MONO","CNBP",-0.626689418240849,8.44871511610471,-5.59249703821545,4.50799591003665e-06,0.000668485685690993,4.11355231994741,-4.58647164669076,"Favorable_MONO","CNBP",-0.351061883662706
"MONO","PRAM1",-1.28518820018638,5.78958615258602,-5.63391117984687,4.51293275366348e-06,0.000668485685690993,3.96360434430065,-4.58624301805594,"Favorable_MONO","PRAM1",-0.658248548855682
"Myeloid","ASCC2",-0.691334556285369,5.85125270289788,-5.5131107805435,4.59889576452982e-06,0.000676707715179391,4.1524741170552,-4.58229995652326,"Favorable_Myeloid","ASCC2",-0.492602776046432
"Myeloid","SPATA20",-1.01035739531767,4.42112575056506,-5.56700911306666,4.68056339512833e-06,0.000684193671554977,4.04912053466636,-4.57861878422772,"Favorable_Myeloid","SPATA20",-1.01035739531767
"Myeloid","BLOC1S5",0.804795953142289,4.17399969294339,5.55929117273709,4.75638011403981e-06,0.000688216841945893,3.9737497397812,4.57525600365239,"Unfavorable_Myeloid","BLOC1S5",0.804795953142289
"Myeloid","GEMIN7",-0.879278691577478,4.36883036156808,-5.81910792588717,4.77003436966864e-06,0.000688216841945893,4.92788706107684,-4.57465584270507,"Favorable_Myeloid","GEMIN7",-0.879278691577478
"B Cells","C1QA",2.80497147937546,9.9432965591174,4.71936262709989,4.86707200277071e-06,0.000694090259359845,0.981521508367683,4.5704374410433,"Unfavorable_B Cells","C1QA",0.646869366323552
"NEUT","KMT2C",1.08096751420353,7.07017738359112,6.08336159350784,4.89823598603652e-06,0.000694090259359845,4.79327179239858,4.56909976354896,"Unfavorable_NEUT","KMT2C",0.662302060415224
"Myeloid","SH3GLB2",1.03718133383707,4.16112694840585,5.52570675242088,4.90445882890749e-06,0.000694090259359845,4.05350106042939,4.56883363187187,"Unfavorable_Myeloid","SH3GLB2",1.03718133383707
"Myeloid","ZNF358",1.13973784697605,3.6736299546624,5.54902640902316,4.96470189218438e-06,0.000696756953290986,4.04522183259888,4.56627381349392,"Unfavorable_Myeloid","ZNF358",1.13973784697605
"Myeloid","ZNF526",-0.777849960308555,3.06963601336148,-5.48521491003276,4.98601897354817e-06,0.000696756953290986,4.10497947489963,-4.56537513919742,"Favorable_Myeloid","ZNF526",-0.777849960308555
"NEUT","HDAC2",-0.791561765564501,6.0598365740385,-5.73898126391596,5.21409258700254e-06,0.000724074519941309,4.03670544284735,-4.5559839177947,"Favorable_NEUT","HDAC2",-0.714904138200623
"NEUT","EMILIN2",1.32928183435494,7.11322627656386,6.09365163547729,5.24754955212799e-06,0.000724194431669141,4.28776405949318,4.55463948575677,"Unfavorable_NEUT","EMILIN2",0.89736900248231
"T Cells","STRN",1.38425314779482,5.27530560367933,5.43918509442983,5.35798549743643e-06,0.000734870862762592,3.91963284264791,4.55025926833054,"Unfavorable_T Cells","STRN",1.02638058891288
"MONO","TBCA",-0.866548804567286,8.27552249586114,-6.1335929192292,5.48511298713562e-06,0.000737657785953917,5.43006774848295,-4.5453227866669,"Favorable_MONO","TBCA",-0.513848724234891
"Myeloid","N4BP1",1.00650335867954,5.03488892781831,5.45182585358274,5.49253552447311e-06,0.000737657785953917,3.98294835817847,4.54503795758926,"Unfavorable_Myeloid","N4BP1",0.852775360498257
"Myeloid","AC051619.7",-3.79110622115547,1.36135110961328,-5.4615015812659,5.50613665499628e-06,0.000737657785953917,3.41385151671973,-4.54451698891797,"Favorable_Myeloid","AC051619.7",-3.79110622115547
"Myeloid","HOMER3",1.22778199295218,5.67149494942843,5.66088370186638,5.51110277097755e-06,0.000737657785953917,4.12939134747016,4.54432707709153,"Unfavorable_Myeloid","HOMER3",1.44935231050862
"MONO","CTCF",0.839377260583761,5.48633119468761,5.57667818550704,5.80534880559009e-06,0.000770323637757165,3.95140974646811,4.53335731028226,"Unfavorable_MONO","CTCF",0.765146400606544
"MONO","RESF1",0.86311959131961,6.53931999648313,5.59490209686218,5.82449125267581e-06,0.000770323637757165,3.82390923805711,4.53266222629058,"Unfavorable_MONO","RESF1",0.997987800167335
"MONO","TANK",-0.677812285808459,6.83092518273684,-5.60354861461141,6.03471813992273e-06,0.000793404747638717,3.84597619915709,-4.52516928455887,"Favorable_MONO","TANK",-0.211815526263534
"T Cells","UBE2S",1.68116783607564,6.97213973678889,6.12139492123048,6.19227775561947e-06,0.000801679368889587,5.38802274239476,4.51971553555733,"Unfavorable_T Cells","UBE2S",1.04072442752745
"T Cells","RPA1",-0.864699574068061,5.65832655185818,-5.74079412903543,6.21559229281347e-06,0.000801679368889587,4.81887439073909,-4.51891983032921,"Favorable_T Cells","RPA1",-0.707380224538029
"Myeloid","NCAPH2",-0.757782303974317,3.48144981083355,-5.4076778498074,6.24224175141304e-06,0.000801679368889587,3.88578240292177,-4.51801379761009,"Favorable_Myeloid","NCAPH2",-0.757782303974317
"MONO","ARHGAP27",-0.752793878347401,5.93007361848003,-5.52726284193674,6.2650223844335e-06,0.000801679368889587,3.86056196337418,-4.51724222732632,"Favorable_MONO","ARHGAP27",-0.520149767431969
"T Cells","IFITM1",-1.77819946560018,8.31060579165199,-5.41409234208037,6.32441429949342e-06,0.000801679368889587,3.62058048502343,-4.51524320184869,"Favorable_T Cells","IFITM1",-1.95556224760536
"T Cells","NCOA3",1.06933635402052,6.0225443846469,5.37838818809381,6.33657953659306e-06,0.000801679368889587,3.86792114868185,4.51483595903046,"Unfavorable_T Cells","NCOA3",0.307132895049668
"T Cells","PPP4R3A",0.660273240081612,6.78009435709507,5.37765462220035,6.35022138370617e-06,0.000801679368889587,3.83383364126458,4.51438017414061,"Unfavorable_T Cells","PPP4R3A",0.449807099722266
"Myeloid","AC005726.5",-1.815092326329,3.65605256516146,-5.9586215748938,6.47674275951343e-06,0.000807958108470337,5.1429309731282,-4.51019707552139,"Favorable_Myeloid","AC005726.5",-1.815092326329
"Myeloid","LMO2",1.37771001058341,7.37651256026223,5.49237329374934,6.49645514995481e-06,0.000807958108470337,3.52807123629165,4.50955238642612,"Unfavorable_Myeloid","LMO2",1.30684351214464
"B Cells","TSC22D3",-2.15820692911934,9.45032533214702,-4.9525858007902,6.509046375453e-06,0.000807958108470337,1.2524753415986,-4.50914157215805,"Favorable_B Cells","TSC22D3",-0.537832942500833
"MONO","DNAJC21",1.09177569538039,5.75327503127696,5.50313750376761,6.70421909876092e-06,0.00082434169590995,3.6820153388812,4.50286906561232,"Unfavorable_MONO","DNAJC21",1.24517088560797
"Myeloid","AL136038.5",-0.900724204319975,3.03221988816064,-5.39489946355578,6.71523682252581e-06,0.00082434169590995,3.71032826326554,-4.50252020561281,"Favorable_Myeloid","AL136038.5",-0.900724204319975
"MONO","SYF2",-0.712950450666205,7.78260517268269,-5.62764760131409,6.78369100947508e-06,0.000826916947424043,3.88342196525242,-4.50036489617567,"Favorable_MONO","SYF2",-0.195617903523823
"T Cells","BOD1L1",1.81938639889256,6.8550853239574,5.36386043427382,6.81064860608487e-06,0.000826916947424043,3.70732377620305,4.49952182973114,"Unfavorable_T Cells","BOD1L1",1.51055669382228
"Myeloid","STK11",1.0742541526089,4.56093077585962,5.37462774034167,7.0884116028715e-06,0.000853056078323764,3.64959121037663,4.49101632843462,"Unfavorable_Myeloid","STK11",1.0742541526089
"T Cells","GLT8D1",-0.732703186700559,5.55010959074973,-5.35228549177466,7.1027217466986e-06,0.000853056078323764,3.57230328577867,-4.49058681460166,"Favorable_T Cells","GLT8D1",-0.402538118912234
"Myeloid","BTBD6",1.76297502324958,3.63271700954562,5.49572621238256,7.18196591576232e-06,0.00085793602517378,3.87010042413656,4.48822320759165,"Unfavorable_Myeloid","BTBD6",1.76297502324958
"MONO","RASSF3",-0.920483076974834,6.16539862854543,-5.49444943619757,7.26248830677191e-06,0.000862915656086444,3.77025874080678,-4.48584688694318,"Favorable_MONO","RASSF3",-0.250241401525539
"NEUT","SECTM1",1.63624583330656,6.7746053824573,6.18358023740409,7.62022267954326e-06,0.000897149039397021,4.71653721271782,4.4755854134622,"Unfavorable_NEUT","SECTM1",0.510132606688216
"MONO","GCH1",-1.49750353781016,5.30166336251064,-5.55211799346969,7.6811560287876e-06,0.000897149039397021,3.71492468857132,-4.47388361838013,"Favorable_MONO","GCH1",-0.518738855024442
"Myeloid","SRRD",0.947301961940105,4.05642967617629,5.37128878937068,7.77950893925112e-06,0.000897149039397021,3.63827857331213,4.47116378341975,"Unfavorable_Myeloid","SRRD",0.947301961940105
"MONO","SRRM2",0.930357327078865,8.14049107600359,5.58911934770718,7.78358211653907e-06,0.000897149039397021,3.76295993914088,4.47105185472842,"Unfavorable_MONO","SRRM2",0.996541676835421
"MONO","CCZ1",-1.2684061020903,5.27722498304704,-5.4776789921217,7.7912300669267e-06,0.000897149039397021,3.60282615567155,-4.47084184442501,"Favorable_MONO","CCZ1",-0.656362497859398
"MONO","TGFB1",0.903452478677476,7.70351073275604,5.40795630553261,7.79286937322224e-06,0.000897149039397021,3.42106331706143,4.4707968552429,"Unfavorable_MONO","TGFB1",0.869002712071391
"NEUT","GNAI2",1.34479966703557,9.4381574064113,5.77354125130976,7.94223461916271e-06,0.000909631500016372,3.82084661431358,4.46673517304967,"Unfavorable_NEUT","GNAI2",1.36922632820736
"T Cells","CDV3",1.48752544482795,7.24363324305558,5.58333561467935,8.00000284664166e-06,0.000911549042305288,4.38330320411309,4.46518383940402,"Unfavorable_T Cells","CDV3",1.11573563210869
"T Cells","CIRBP",-0.734346108991978,9.33875147116282,-5.36142503001428,8.27110920522812e-06,0.000937631507300835,3.56507356389375,-4.45804357167545,"Favorable_T Cells","CIRBP",-0.959018567117601
"MONO","HES1",-2.12402825075163,7.63182305285269,-6.94467282174223,8.39552175300846e-06,0.000943267399714948,6.73100173399314,-4.454841443351,"Favorable_MONO","HES1",-1.30736097220927
"NEUT","SEC14L1",1.04162991717201,7.13873083629706,5.66612779850683,8.40573136250775e-06,0.000943267399714948,3.34958379830251,4.45458068588157,"Unfavorable_NEUT","SEC14L1",0.532399164559373
"MONO","PTPN7",-1.51239468990435,4.75563361720599,-5.36616037830664,8.50930674718257e-06,0.000945926344836088,3.49058446355089,-4.45195230945933,"Favorable_MONO","PTPN7",-0.710862034743456
"NEUT","ANAPC16",-0.994333734462773,7.85956845363958,-6.14599031499373,8.51457171642367e-06,0.000945926344836088,4.83523412492075,-4.45181952124775,"Favorable_NEUT","ANAPC16",-0.58503021163496
"Myeloid","AZIN1-AS1",-1.458657753396,5.71886271054273,-5.35364654884197,8.57261257539113e-06,0.000947636212998087,3.42875858760041,-4.45036084657217,"Favorable_Myeloid","AZIN1-AS1",-1.458657753396
"MONO","LINC01578",0.984956821231232,7.43451432037614,5.3669456974017,8.66615219184335e-06,0.000953233839359245,3.39767811436847,4.44802976808047,"Unfavorable_MONO","LINC01578",1.27846717571856
"MONO","PHF5A",-0.87925322519994,5.63950419910365,-5.35830611271634,8.81769130431366e-06,0.000959731545183668,3.46895160741967,-4.44430384978187,"Favorable_MONO","PHF5A",-0.641284535612675
"Myeloid","BRI3",1.3546515868606,7.83978297819166,5.29075191940981,8.83963445282545e-06,0.000959731545183668,3.45557931108123,4.44376940865323,"Unfavorable_Myeloid","BRI3",1.15040264876482
"MONO","MT2A",-1.96707402103488,8.75494246248415,-5.42278882048527,8.85480745139979e-06,0.000959731545183668,3.08467943216287,-4.44340060025916,"Favorable_MONO","MT2A",-0.981746922897863
"T Cells","KARS",-1.10702291223183,6.32320304253429,-5.27312872606819,9.02627000853124e-06,0.000970604798751421,3.45448584712957,-4.43927433918701,"Favorable_T Cells","KARS",-1.06615881887902
"T Cells","PPP1R35",1.21922996053685,6.19358193026012,5.3040612634525,9.04446216847929e-06,0.000970604798751421,3.28530085586552,4.43884094701122,"Unfavorable_T Cells","PPP1R35",1.13070231340447
"Myeloid","CD81",2.02251354055131,9.55376289160523,5.81332493363631,9.08617841218307e-06,0.000970604798751421,4.46797295624597,4.43785027671156,"Unfavorable_Myeloid","CD81",1.95610997975127
"MONO","LSM6",-0.938128899089626,7.18951605856483,-5.42285959723545,9.1497329149656e-06,0.000972717299701534,3.43079441510479,-4.43634931777468,"Favorable_MONO","LSM6",-0.401207399880515
"Myeloid","PPP1R35",1.04217466627209,5.15406602116577,5.27085406996395,9.30153496565779e-06,0.00098414669239024,3.37472149577425,4.43280415593581,"Unfavorable_Myeloid","PPP1R35",1.13070231340447
"Myeloid","ZNF787",1.54119536466287,4.65911470980997,5.44352543430374,9.48689683574138e-06,0.000995320254979064,3.70826096865386,4.42854945199032,"Unfavorable_Myeloid","ZNF787",1.54119536466287
"MONO","GAPT",-1.99292113546397,5.49596246985097,-5.38166790378631,9.49673225867778e-06,0.000995320254979064,3.1458288078702,-4.42832591952609,"Favorable_MONO","GAPT",-0.540870353640293
"T Cells","N4BP1",1.11821072257309,5.78386673425363,5.23544436445765,9.64559253785865e-06,0.00100617568356188,3.32208553740409,4.4249694653739,"Unfavorable_T Cells","N4BP1",0.852775360498257
"NEUT","TLR8",1.29937116269465,5.76989934692573,5.5310715421618,9.70215020126455e-06,0.001007346146364,3.19679766735782,4.42370717848896,"Unfavorable_NEUT","TLR8",0.811645663322049
"MONO","PYURF",-0.962081035552795,7.00657621346781,-5.56559169840408,1.00172363115296e-05,0.00103189829059754,3.82572681239425,-4.41680102324111,"Favorable_MONO","PYURF",-0.660914510625519
"MONO","DNMT1",0.959975081421977,5.56001550360879,5.41723364862372,1.00503640847366e-05,0.00103189829059754,3.3813685954396,4.41608701352903,"Unfavorable_MONO","DNMT1",0.713521548268341
"MONO","NAMPT",-1.5774549549245,10.0189304945442,-5.37611361622573,1.0077948110161e-05,0.00103189829059754,3.38699842496992,-4.41549420233003,"Favorable_MONO","NAMPT",-0.687902067146619
"NEUT","HEXB",-1.36079221819928,6.55704488244919,-5.68667099604964,1.03437941387627e-05,0.00105426037600536,3.69298585341587,-4.40985901115456,"Favorable_NEUT","HEXB",-0.922400151141184
"NEUT","PSMD14",-0.976284485979272,5.77371938365022,-5.50794521359142,1.05472453415606e-05,0.00106938693307486,3.27061364406895,-4.40563907867002,"Favorable_NEUT","PSMD14",-0.447892146078563
"NEUT","MALT1",1.0564289947438,6.18779550708518,6.54360502699648,1.05884659650061e-05,0.00106938693307486,5.76546745473521,4.40479356895766,"Unfavorable_NEUT","MALT1",0.809391670862871
"Myeloid","TRPS1",0.750994788331404,4.75111768935029,5.26944661823852,1.10047460736982e-05,0.00110640023987105,3.35429834920289,4.39642677688427,"Unfavorable_Myeloid","TRPS1",0.548714555634589
"T Cells","SLC4A7",1.08413793516088,6.74535766034584,5.48381960486099,1.13748398513839e-05,0.00113605985323411,4.02771086500378,4.38923824784167,"Unfavorable_T Cells","SLC4A7",0.72180019507721
"Myeloid","AC010336.8",-1.35322995412358,2.34168437269332,-5.19832910846206,1.14520536507477e-05,0.00113605985323411,3.31972164660406,-4.38776667137061,"Favorable_Myeloid","AC010336.8",-1.35322995412358
"T Cells","DDHD1",0.922827262667167,6.04074922746173,5.17643358222995,1.14531440264836e-05,0.00113605985323411,3.30583964265189,4.38774595837809,"Unfavorable_T Cells","DDHD1",0.616970975064295
"MONO","ZFP36",-1.33939253067192,10.8902687480552,-5.4994768724577,1.15208523990007e-05,0.00113769697534842,3.49109756432391,-4.38646343030547,"Favorable_MONO","ZFP36",-0.854389017269141
"T Cells","RAB5C",-0.602297051204195,7.47977936851407,-5.18661036581868,1.15877307727635e-05,0.00113923800902669,3.10181617532709,-4.38520366781745,"Favorable_T Cells","RAB5C",-0.109442853690081
"NEUT","ZNF267",1.15309676823279,6.43084127182041,5.52933061825625,1.1735404092515e-05,0.00114003541909666,3.3749990014069,4.38244640478351,"Unfavorable_NEUT","ZNF267",0.48169985588604
"Myeloid","PPP3CC",-0.879066655507059,4.06410046116348,-5.81585741529074,1.17587525303276e-05,0.00114003541909666,4.79482781391343,-4.38201349226529,"Favorable_Myeloid","PPP3CC",-0.744983390106128
"T Cells","MIA3",1.19598579520636,6.04903442716641,5.16627913182605,1.17989714656221e-05,0.00114003541909666,3.26779636332221,4.38126969753309,"Unfavorable_T Cells","MIA3",0.930949706203511
"Myeloid","RNF19B",0.85595517873144,4.76467823844445,5.23665091496734,1.18010777439233e-05,0.00114003541909666,3.17863489816456,4.38123081148519,"Unfavorable_Myeloid","RNF19B",0.755238873453918
"NEUT","EFHD2",1.06547541358141,8.73794290433722,5.52959423640914,1.19353088014704e-05,0.00114801136909035,3.00067463626775,4.37876620468219,"Unfavorable_NEUT","EFHD2",0.5429982788702
"Myeloid","AC022137.4",-1.70332945606349,4.03583285991176,-5.20856171449225,1.20387410132431e-05,0.00115191125304882,3.24038444139906,-4.37688507363056,"Favorable_Myeloid","AC022137.4",-1.70332945606349
"MONO","DAZAP2",-1.08603856243156,8.28582804227803,-5.53963262532929,1.20929636540222e-05,0.00115191125304882,3.74672699935149,-4.37590507534815,"Favorable_MONO","DAZAP2",-0.762198219267746
"MONO","CCNG1",-0.91614272695619,5.28299285663471,-5.27571165017592,1.22438093627003e-05,0.00115191125304882,3.22138017934122,-4.37320065077905,"Favorable_MONO","CCNG1",-0.92523721370876
"NEUT","REST",1.40512002803108,6.13029994498589,5.61772815862242,1.22535007763341e-05,0.00115191125304882,3.05536691104555,4.37302798794144,"Unfavorable_NEUT","REST",0.74859748875848
"MONO","BOD1L1",1.24942742485194,6.23394140139454,5.31239009697629,1.22612558521441e-05,0.00115191125304882,3.13544213962043,4.37288991686059,"Unfavorable_MONO","BOD1L1",1.51055669382228
"Myeloid","FCN1",-3.11199222026381,0.14153618441205,-5.17523540111453,1.22869151164575e-05,0.00115191125304882,2.24081852680432,-4.37243367357312,"Favorable_Myeloid","FCN1",-1.23488151685742
