"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"MTC_123","MTC_123","HLA-DQA1","CD4",0.00433682998949694,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_123","HLA-DQA1","CD4",0.00949041713512831,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DQA1","CD4",0.0130237845947792,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_456","HLA-DQA1","CD4",0.0112757084577526,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_456","HLA-DQA1","CD4",0.00682363919684057,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DQA1","CD4",0.00937353713093579,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DQA1","CD4",0.0140465917737462,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DQA1","CD4",0.00388667030323038,0.09,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DQA1","CD4",0.00850989108146467,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DQA1","CD4",0.0116825055550117,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","NEUT","HLA-DQA1","CD4",0.00895368409046058,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","NEUT","HLA-DQA1","CD4",0.00541341671217926,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","NEUT","HLA-DQA1","CD4",0.00744028217138736,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_123","HLA-DMA","CD4",0.0120854454861459,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","HLA-DMA","CD4",0.0130921423354862,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_123","HLA-DMA","CD4",0.00965758096362287,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DMA","CD4",0.0177339223724624,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_456","HLA-DMA","CD4",0.00869587432949825,0.39,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_456","HLA-DMA","CD4",0.00942291878907738,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DMA","CD4",0.0127806336027539,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DMA","CD4",0.0108397417319639,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DMA","CD4",0.0117439071122621,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DMA","CD4",0.00865993496151207,0.32,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DMA","CD4",0.0159153830495893,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","NEUT","HLA-DMA","CD4",0.00690141093785383,0.98,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","NEUT","HLA-DMA","CD4",0.00747955595622841,0.99,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","NEUT","HLA-DMA","CD4",0.010151879700049,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_123","HLA-DMB","CD4",0.00495306080255621,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","HLA-DMB","CD4",0.0100423798432613,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DMB","CD4",0.0121026630845666,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_456","HLA-DMB","CD4",0.00355668783088286,0.01,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_456","HLA-DMB","CD4",0.0072216328924878,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DMB","CD4",0.00870830552275393,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DMB","CD4",0.00443922201057639,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DMB","CD4",0.00900534486132352,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DMB","CD4",0.00282676542566923,0.94,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DMB","CD4",0.0108552041318596,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","NEUT","HLA-DMB","CD4",0.00281972019949555,0.96,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","NEUT","HLA-DMB","CD4",0.00572963267364698,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","NEUT","HLA-DMB","CD4",0.00691129473961376,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DQA2","CD4",0.00299001239315535,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DQA2","CD4",0.0021458709447862,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DQA2","CD4",0.00267927516839032,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","NEUT","HLA-DQA2","CD4",0.00170073431408202,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_123","HLA-DQB1","CD4",0.0155271843877002,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","HLA-DQB1","CD4",0.0144975056565403,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_123","HLA-DQB1","CD4",0.013127197615944,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DQB1","CD4",0.0162880136982835,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_456","HLA-DQB1","CD4",0.0111832455194501,0.06,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_456","HLA-DQB1","CD4",0.0104385788439941,0.85,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DQB1","CD4",0.0117337595363794,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DQB1","CD4",0.013931727232608,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DQB1","CD4",0.0130064527608622,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DQB1","CD4",0.0117753954560023,0.01,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DQB1","CD4",0.014615540044562,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","NEUT","HLA-DQB1","CD4",0.00888009117592286,0.99,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","NEUT","HLA-DQB1","CD4",0.00931829698312957,0.93,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_123","HLA-DRA","CD4",0.0370693203958037,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MONO","MTC_123","HLA-DRA","CD4",0.0265615991432504,0.83,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","HLA-DRA","CD4",0.033648526793246,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_123","HLA-DRA","CD4",0.033779510966862,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DRA","CD4",0.0360155814745084,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NEUT","MTC_123","HLA-DRA","CD4",0.0277755298138046,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_456","HLA-DRA","CD4",0.0268631284901273,0.38,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DRA","CD4",0.026091651350636,0.96,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DRA","CD4",0.0333353064896804,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MONO","MTC_Prolif","HLA-DRA","CD4",0.0238598074400302,0.9,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DRA","CD4",0.0302482672424917,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DRA","CD4",0.0303664311029318,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DRA","CD4",0.0323841415945469,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NEUT","MTC_Prolif","HLA-DRA","CD4",0.0249534248459836,0.79,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_123","HLA-DRB1","CD4",0.0275283360473327,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","HLA-DRB1","CD4",0.0297598504336039,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_123","HLA-DRB1","CD4",0.0291858171524801,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DRB1","CD4",0.033165726830458,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DRB1","CD4",0.0240075046446524,0.02,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DRB1","CD4",0.0247307080767031,0.08,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DRB1","CD4",0.0267416761022912,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DRB1","CD4",0.0262242864018978,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DRB1","CD4",0.0298127501539026,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NEUT","MTC_Prolif","HLA-DRB1","CD4",0.018543004333671,0.98,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_123","HLA-DRB5","CD4",0.00483329139357325,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","HLA-DRB5","CD4",0.00498459174941876,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_123","HLA-DRB5","CD4",0.0049713573850468,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_456","HLA-DRB5","CD4",0.00347056619161074,0.9,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DRB5","CD4",0.00433182358875578,0.04,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DRB5","CD4",0.0044674965706506,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DRB5","CD4",0.00445562897447866,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NEUT","MTC_Prolif","HLA-DRB5","CD4",0.00294813397854985,0.99,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","NEUT","HLA-DRB5","CD4",0.00275139422077769,0.99,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","MPZL1","MPZL1",0.000735941125149715,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","MPZL1","MPZL1",0.000693255994554403,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","MPZL1","MPZL1",0.000693255994554403,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","MPZL1","MPZL1",0.000653045015184072,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"MONO","MONO","PECAM1","PECAM1",0.00177088444660858,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"NEUT","MONO","PECAM1","PECAM1",0.00301967367052201,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"MONO","NEUT","PECAM1","PECAM1",0.00301967367052201,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"NEUT","NEUT","PECAM1","PECAM1",0.00514454349448726,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MONO","SELPLG","SELL",0.00809422155666443,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"MTC_Prolif","MONO","SELPLG","SELL",0.00177222148075522,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"NEUT","MONO","SELPLG","SELL",0.00158306371398375,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"MTC_123","NEUT","SELPLG","SELL",0.014347000880077,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"MTC_Prolif","NEUT","SELPLG","SELL",0.00315680389499,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"NEUT","NEUT","SELPLG","SELL",0.00282028048308909,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"MTC_123","MTC_Prolif","SEMA4D","PLXNB2",0.00116343580001946,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"MTC_Prolif","MONO","ITGAV_ITGB1","ADGRE2",0.00309821294236644,0,"ITGAV_ITGB1_ADGRE2","(ITGAV+ITGB1) - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"MTC_Prolif","MTC_456","ITGAV_ITGB1","ADGRE2",0.0030613140940245,0,"ITGAV_ITGB1_ADGRE2","(ITGAV+ITGB1) - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"MTC_Prolif","NEUT","ITGAV_ITGB1","ADGRE2",0.00385278410199744,0,"ITGAV_ITGB1_ADGRE2","(ITGAV+ITGB1) - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"B Cells","NEUT","CD55","ADGRE5",0.00537058233450331,0,"CD55_ADGRE5","CD55 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"MONO","NEUT","CD55","ADGRE5",0.0118524160896102,0,"CD55_ADGRE5","CD55 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"NEUT","NEUT","CD55","ADGRE5",0.0206206415774246,0,"CD55_ADGRE5","CD55 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"B Cells","T Cells","CD55","ADGRE5",0.00649580080632655,0,"CD55_ADGRE5","CD55 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"MONO","T Cells","CD55","ADGRE5",0.0143161301723336,0,"CD55_ADGRE5","CD55 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"NEUT","T Cells","CD55","ADGRE5",0.0248611156783611,0,"CD55_ADGRE5","CD55 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"MTC_Prolif","NEUT","ITGAV_ITGB1","ADGRE5",0.00385548350904806,0,"ITGAV_ITGB1_ADGRE5","(ITGAV+ITGB1) - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"MTC_Prolif","T Cells","ITGAV_ITGB1","ADGRE5",0.00466475455000182,0,"ITGAV_ITGB1_ADGRE5","(ITGAV+ITGB1) - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"MONO","MONO","APP","SORL1",0.000968591735478814,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"MONO","MTC_123","APP","SORL1",0.0106268888354378,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"MONO","MTC_456","APP","SORL1",0.00186207557247347,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"MONO","MTC_Prolif","APP","SORL1",0.00534346212470893,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"MONO","NEUT","APP","SORL1",0.000902295840761084,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"MONO","B Cells","APP","TREM2_TYROBP",0.00195309808218178,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"MONO","MONO","APP","TREM2_TYROBP",0.00481249264096006,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"MONO","MTC_123","APP","TREM2_TYROBP",0.00993704504853314,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"MONO","MTC_456","APP","TREM2_TYROBP",0.0123410939016494,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"MONO","MTC_Prolif","APP","TREM2_TYROBP",0.0113315241522927,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"MTC_123","MTC_123","ADORA3","ENTPD1",0.00465429779773173,0,"ENTPD1_ADORA3","ADORA3 - ENTPD1","CD39","Cell-Cell Contact","uniprot"
"MTC_456","MTC_123","ADORA3","ENTPD1",0.00385879565773946,0,"ENTPD1_ADORA3","ADORA3 - ENTPD1","CD39","Cell-Cell Contact","uniprot"
"MTC_Prolif","MTC_123","ADORA3","ENTPD1",0.00314766035637677,0.5,"ENTPD1_ADORA3","ADORA3 - ENTPD1","CD39","Cell-Cell Contact","uniprot"
"MTC_123","MTC_456","ADORA3","ENTPD1",0.00343827076618804,0,"ENTPD1_ADORA3","ADORA3 - ENTPD1","CD39","Cell-Cell Contact","uniprot"
"MTC_123","MTC_Prolif","ADORA3","ENTPD1",0.0037202098789756,0,"ENTPD1_ADORA3","ADORA3 - ENTPD1","CD39","Cell-Cell Contact","uniprot"
"MTC_456","MTC_Prolif","ADORA3","ENTPD1",0.00308386530274005,0.56,"ENTPD1_ADORA3","ADORA3 - ENTPD1","CD39","Cell-Cell Contact","uniprot"
"MTC_456","MTC_123","APOE","TREM2_TYROBP",0.195220587205728,0,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"MTC_Prolif","MTC_123","APOE","TREM2_TYROBP",0.196726038284498,0,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"MTC_123","MTC_456","APOE","TREM2_TYROBP",0.169929671922781,0.07,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"MTC_456","MTC_456","APOE","TREM2_TYROBP",0.231948399411615,0,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"MTC_Prolif","MTC_456","APOE","TREM2_TYROBP",0.233654847721099,0,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"MTC_456","MTC_Prolif","APOE","TREM2_TYROBP",0.216919408367015,0,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"MTC_Prolif","MTC_Prolif","APOE","TREM2_TYROBP",0.218546750077226,0,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"MTC_Prolif","MONO","LAIR1","LILRB4",0.00846156468842833,0.96,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MONO","MTC_123","LAIR1","LILRB4",0.0118864343842804,0.7,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MTC_123","MTC_123","LAIR1","LILRB4",0.0119955303705174,0.79,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MTC_456","MTC_123","LAIR1","LILRB4",0.0310753828274267,0,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MTC_Prolif","MTC_123","LAIR1","LILRB4",0.0329285243378545,0,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MONO","MTC_456","LAIR1","LILRB4",0.0109606754668535,0.71,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MTC_123","MTC_456","LAIR1","LILRB4",0.0110613697760568,0.79,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MTC_456","MTC_456","LAIR1","LILRB4",0.0286985245723679,0,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MTC_Prolif","MTC_456","LAIR1","LILRB4",0.0304143743435551,0,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MONO","MTC_Prolif","LAIR1","LILRB4",0.00847918093022233,0.88,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MTC_123","MTC_Prolif","LAIR1","LILRB4",0.00855727531334998,0.96,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
